Geracao 0:
1: (-0.512, 10.389) erro: 12.4524
2: (-0.512, 10.389) erro: 12.4524

Geracao 187:
1: (-0.512, 10.389) erro: 12.4524
2: (-0.512, 10.389) erro: 12.4524

Geracao 188:
1: (-0.512, 10.389) erro: 12.4524
2: (-0.512, 10.389) erro: 12.4524

Geracao 189:
1: (-0.512, 10.389) erro: 12.4524
2: (-0.512, 10.389) erro: 12.4524

Geracao 190:
1: (-0.512, 10.389) erro: 12.4524
2: (-0.512, 10.389) erro: 12.4524

Geracao 191:
1: (-0.512, 10.389) erro: 12.4524
2: (-0.512, 10.389) erro: 12.4524

Geracao 192:
1: (-0.512, 10.389) erro: 12.4524
2: (-0.512, 10.389) erro: 12.4524

Geracao 193:
1: (-0.512, 10.389) erro: 12.4524
2: (-0.512, 10.389) erro: 12.4524

Geracao 194:
1: (-0.512, 10.389) erro: 12.4524
2: (-0.512, 10.389) erro: 12.4524

Geracao 195:
1: (-0.512, 10.389) erro: 12.4524
2: (-0.512, 10.389) erro: 12.4524

Geracao 196:
1: (-0.512, 10.389) erro: 12.4524
2: (-0.512, 10.389) erro: 12.4524

Geracao 197:
1: (-0.512, 10.389) erro: 12.4524
2: (-0.512, 10.389) erro: 12.4524

Geracao 198:
1: (-0.512, 10.389) erro: 12.4524
2: (-0.512, 10.389) erro: 12.4524

Geracao 199:
1: (-0.512, 10.389) erro: 12.4524
2: (-0.512, 10.389) erro: 12.4524

Geracao 200:
1: (-0.512, 10.389) erro: 12.4524
2: (-0.512, 10.389) erro: 12.4524

Geracao 201:
1: (-0.512, 10.389) erro: 12.4524
2: (-0.512, 10.389) erro: 12.4524

Geracao 202:
1: (-0.512, 10.389) erro: 12.4524
2: (-0.512, 10.389) erro: 12.4524

Geracao 203:
1: (-0.512, 10.389) erro: 12.4524
2: (-0.512, 10.389) erro: 12.4524

Geracao 204:
1: (-0.512, 10.389) erro: 12.4524
2: (-0.512, 10.389) erro: 12.4524

Geracao 205:
1: (-0.512, 10.389) erro: 12.4524
2: (-0.512, 10.389) erro: 12.4524

Geracao 206:
1: (-0.512, 10.389) erro: 12.4524
2: (-0.512, 10.389) erro: 12.4524

Geracao 207:
1: (-0.512, 10.389) erro: 12.4524
2: (-0.512, 10.389) erro: 12.4524

Geracao 208:
1: (-0.512, 10.389) erro: 12.4524
2: (-0.512, 10.389) erro: 12.4524

Geracao 209:
1: (-0.512, 10.389) erro: 12.4524
2: (-0.512, 10.389) erro: 12.4524

Geracao 210:
1: (-0.512, 10.389) erro: 12.4524
2: (-0.512, 10.389) erro: 12.4524

Geracao 211:
1: (-0.515, 10.389) erro: 12.4515
2: (-0.512, 10.389) erro: 12.4524

Geracao 212:
1: (-0.515, 10.389) erro: 12.4515
2: (-0.512, 10.389) erro: 12.4524

Geracao 213:
1: (-0.515, 10.389) erro: 12.4515
2: (-0.512, 10.389) erro: 12.4524

Geracao 214:
